ID,Priority,Source,Requester Name,Subject,Description,Status,Agent Group Name,Agent Name,Created Date,Resolved Date,Requester Location,Department Name,Service Category,Sub Category,SLA Met
FLD190256,medium,email,Employee 4399,Leave balance not reflecting in FieldHub,"Leave balance not reflecting in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7124 Emp Code 7124 Mobile 98xxxxxx69 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 32,15-04-2025 03:03:07 PM,17-04-2025 03:06:39 AM,Region West,Field Sales,Application & Software,FieldHub - Reporting & Account,Yes
FLD190051,medium,email,Employee 7763,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9587 Emp Code 9587 Mobile 98xxxxxx36 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",On Hold,Field Support L1,Agent 18,14-04-2025 04:43:09 AM,,HQ,Field Sales,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190613,medium,email,Employee 7887,New Ticket,"New Ticket. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9833 Emp Code 9833 Mobile 98xxxxxx39 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,IT Service Desk,Agent 11,09-04-2025 04:12:16 AM,15-04-2025 04:29:10 AM,HQ,Marketing,,,Yes
FLD190292,medium,chat,Employee 6599,DetailPro slides not syncing on iPad,"DetailPro slides not syncing on iPad. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9188 Emp Code 9188 Mobile 98xxxxxx53 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Field Support L2,Agent 12,16-05-2025 01:39:33 AM,20-05-2025 01:19:02 AM,Region West,Field Sales,Application & Software,DetailPro CLM,Yes
FLD190257,medium,email,Employee 6148,Leave balance not reflecting in FieldHub,"Leave balance not reflecting in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 2108 Emp Code 2108 Mobile 98xxxxxx62 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 21,05-06-2025 04:10:27 AM,07-06-2025 11:58:55 AM,Plant A,Quality,Application & Software,FieldHub - Reporting & Account,Yes
FLD190508,high,email,Employee 4475,Company portal not working on managed device,"Company portal not working on managed device. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7016 Emp Code 7016 Mobile 98xxxxxx53 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Endpoint Team,Agent 33,09-06-2025 07:02:48 AM,09-06-2025 08:11:07 PM,Plant B,IT,Hardware & Devices,Mobile,Yes
FLD190270,medium,email,Employee 7443,Leave balance not reflecting in FieldHub,"Leave balance not reflecting in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 2795 Emp Code 2795 Mobile 98xxxxxx47 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Field Support L1,Agent 08,28-03-2025 12:16:27 PM,29-03-2025 04:15:52 AM,Plant A,Field Sales,Application & Software,FieldHub - Reporting & Account,Yes
FLD190511,medium,email,Employee 8801,Company portal not working on managed device,"Company portal not working on managed device. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6630 Emp Code 6630 Mobile 98xxxxxx15 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Endpoint Team,Agent 18,29-04-2025 07:11:01 PM,30-04-2025 11:20:20 PM,HQ,Field Sales,Hardware & Devices,Mobile,Yes
FLD190408,low,portal,Employee 6855,Laptop running very slow after update,"Laptop running very slow after update. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 2516 Emp Code 2516 Mobile 98xxxxxx71 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 25,29-03-2025 08:11:32 AM,04-04-2025 09:29:48 PM,Region North,HR,Hardware & Devices,Laptop,Yes
FLD190527,medium,email,Employee 8757,"SAP attendance period locked, cannot submit timesheet","SAP attendance period locked, cannot submit timesheet. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3135 Emp Code 3135 Mobile 98xxxxxx22 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,SAP Basis,Agent 38,25-06-2025 04:10:17 AM,27-06-2025 12:52:55 AM,Plant A,IT,Application & Software,SAP,Yes
FLD190705,medium,email,Employee 1985,"showing error, please help","showing error, please help. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 2523 Emp Code 2523 Mobile 98xxxxxx60 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 02,02-04-2025 09:53:52 PM,06-04-2025 02:14:21 PM,Plant B,Field Sales,,,No
FLD190194,medium,email,Employee 4960,FieldHub attendance reset request 1 March,"FieldHub attendance reset request 17 March. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 8291 Emp Code 8291 Mobile 98xxxxxx27 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 23,16-05-2025 09:08:07 AM,18-05-2025 11:47:57 AM,Region West,Finance,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190054,medium,chat,Employee 8492,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 1647 Emp Code 1647 Mobile 98xxxxxx10 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 15,14-03-2025 02:03:08 AM,15-03-2025 05:34:24 PM,Region South,Field Sales,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190594,medium,portal,Employee 8540,VPN keeps disconnecting at plant network,"VPN keeps disconnecting at plant network. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 1155 Emp Code 1155 Mobile 98xxxxxx28 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Network Team,Agent 35,20-03-2025 06:18:05 PM,21-03-2025 02:21:34 PM,HQ,Finance,Network & Connectivity,VPN,Yes
FLD190500,medium,email,Employee 4046,Company portal not working on managed device,"Company portal not working on managed device. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3610 Emp Code 3610 Mobile 98xxxxxx68 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Endpoint Team,Agent 23,28-05-2025 09:48:42 AM,29-05-2025 09:15:46 PM,Plant B,R&D,Hardware & Devices,Mobile,Yes
FLD190537,medium,portal,Employee 6565,"SAP attendance period locked, cannot submit timesheet","SAP attendance period locked, cannot submit timesheet. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3696 Emp Code 3696 Mobile 98xxxxxx90 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,SAP Basis,Agent 34,02-06-2025 11:02:35 AM,04-06-2025 11:42:08 PM,Region South,Finance,Application & Software,SAP,Yes
FLD190309,urgent,email,Employee 7427,DetailPro slides not syncing on iPad,"DetailPro slides not syncing on iPad. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4672 Emp Code 4672 Mobile 98xxxxxx91 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L2,Agent 03,11-05-2025 09:19:36 PM,13-05-2025 11:05:44 AM,Plant B,Field Sales,Application & Software,DetailPro CLM,No
FLD190201,low,email,Employee 3265,FieldHub attendance reset request 15 March,"FieldHub attendance reset request 21 March. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7576 Emp Code 7576 Mobile 98xxxxxx21 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 29,28-06-2025 11:25:28 AM,30-06-2025 10:01:33 AM,Region North,Field Sales,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190541,low,portal,Employee 2926,SAP login error after password change,"SAP login error after password change. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 2596 Emp Code 2596 Mobile 98xxxxxx29 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,SAP Basis,Agent 21,12-05-2025 05:29:27 PM,15-05-2025 01:17:15 AM,Region North,Field Sales,Application & Software,SAP,Yes
FLD190731,high,email,Employee 6497,"unable to access, request to resolve","unable to access, request to resolve. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3553 Emp Code 3553 Mobile 98xxxxxx98 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 11,20-04-2025 10:02:08 PM,21-04-2025 09:59:28 PM,Region North,IT,,,Yes
FLD190094,low,email,Employee 3781,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4322 Emp Code 4322 Mobile 98xxxxxx30 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Open,Field Support L1,Agent 21,20-06-2025 10:17:00 AM,,Plant B,R&D,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190502,medium,email,Employee 4806,Company portal not working on managed device,"Company portal not working on managed device. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4611 Emp Code 4611 Mobile 98xxxxxx48 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",On Hold,Endpoint Team,Agent 23,13-06-2025 05:30:47 AM,,Region South,Marketing,Hardware & Devices,Mobile,Yes
FLD190641,medium,email,Employee 6899,New Ticket,"New Ticket. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 2813 Emp Code 2813 Mobile 98xxxxxx79 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,IT Service Desk,Agent 30,14-04-2025 09:17:21 PM,22-04-2025 03:01:20 PM,Plant B,IT,,,Yes
FLD190472,medium,email,Employee 4134,"Account locked out, unable to sign in to SSO","Account locked out, unable to sign in to SSO. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6502 Emp Code 6502 Mobile 98xxxxxx86 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 13,06-06-2025 01:01:35 PM,06-06-2025 05:48:17 PM,HQ,HR,Access & Authentication,Login Issues,Yes
